,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted,Adopted_prediction
5867,Dog,48,Mixed Breed,Male,Black,Brown,Large,Short,Not Sure,No,Minor Injury,0,2,Yes,Yes
5868,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,40,1,Yes,Yes
5869,Cat,7,Siamese,Female,Black,Golden,Medium,Medium,No,No,Healthy,0,3,No,Yes
5870,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,20,1,Yes,No
5871,Cat,2,Abyssinian,Female,Black,Gray,Medium,Long,No,No,Healthy,0,1,Yes,No
5872,Cat,2,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,0,Yes,Yes
5873,Dog,2,Mixed Breed,Male,Golden,White,Medium,Short,No,No,Healthy,0,2,Yes,No
5874,Cat,2,Domestic Short Hair,Female,Brown,No Color,Small,Short,No,No,Healthy,0,1,No,Yes
5875,Dog,24,Mixed Breed,Female,Brown,Cream,Medium,Long,Yes,Yes,Healthy,390,4,Yes,Yes
5876,Dog,1,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,1,Yes,No
5877,Cat,1,Domestic Short Hair,Male,Golden,Cream,Medium,Short,No,No,Healthy,50,5,Yes,No
5878,Dog,5,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,1,No,Yes
5879,Cat,36,Domestic Short Hair,Male,Black,Brown,Large,Short,Yes,Yes,Healthy,100,1,No,Yes
5880,Dog,4,Terrier,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,8,Yes,No
5881,Dog,48,Chihuahua,Female,Black,No Color,Small,Short,Not Sure,No,Healthy,0,4,Yes,No
5882,Dog,12,Mixed Breed,Female,Black,White,Medium,Long,Not Sure,Not Sure,Minor Injury,0,3,No,Yes
5883,Cat,2,Tortoiseshell,Female,Black,Brown,Small,Short,No,No,Healthy,0,4,Yes,No
5884,Dog,24,Labrador Retriever,Female,Golden,Cream,Medium,Short,Yes,Yes,Healthy,0,1,Yes,Yes
5885,Dog,36,Terrier,Male,White,No Color,Large,Long,Yes,Yes,Healthy,300,4,No,Yes
5886,Dog,24,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,0,2,Yes,Yes
5887,Dog,96,Schnauzer,Male,Gray,No Color,Small,Medium,Yes,No,Healthy,0,1,Yes,No
5888,Dog,9,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,5,Yes,Yes
5889,Dog,1,Mixed Breed,Male,White,No Color,Medium,Medium,Yes,No,Healthy,0,2,Yes,No
5890,Dog,5,Mixed Breed,Male,Black,White,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
5891,Dog,3,Dachshund,Female,Black,Brown,Medium,Short,No,No,Healthy,0,7,Yes,No
5892,Cat,17,Domestic Short Hair,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,100,5,Yes,Yes
5893,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,4,Yes,No
5894,Cat,4,Domestic Short Hair,Male,Gray,No Color,Small,Medium,No,No,Healthy,0,2,No,Yes
5895,Cat,0,Calico,Female,Black,Golden,Small,Medium,No,No,Healthy,100,3,Yes,Yes
5896,Cat,4,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
5897,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes,Yes
5898,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,5,No,No
5899,Dog,4,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,No,Yes
5900,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,14,Yes,No
5901,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,5,Yes,No
5902,Dog,7,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
5903,Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,1,Yes,No
5904,Dog,24,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,Yes,Minor Injury,0,5,Yes,Yes
5905,Dog,13,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,5,Yes,Yes
5906,Cat,36,Domestic Long Hair,Male,Black,Gray,Large,Long,No,Yes,Healthy,0,8,Yes,No
5907,Cat,36,Domestic Medium Hair,Female,Black,Golden,Medium,Medium,Yes,Yes,Healthy,0,5,No,Yes
5908,Cat,7,Domestic Long Hair,Female,Black,Brown,Medium,Long,Not Sure,No,Healthy,0,3,Yes,No
5909,Dog,48,Terrier,Female,Brown,Yellow,Medium,Long,No,Not Sure,Healthy,0,3,Yes,Yes
5910,Cat,3,Domestic Short Hair,Female,Black,Gray,Medium,Short,Yes,No,Healthy,0,3,Yes,No
5911,Dog,1,Mixed Breed,Male,Black,No Color,Large,Medium,Yes,No,Healthy,250,2,Yes,No
5912,Dog,10,Doberman Pinscher,Male,Black,Brown,Large,Medium,Yes,Yes,Healthy,0,6,Yes,No
5913,Dog,9,German Shepherd Dog,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,7,Yes,No
5914,Dog,2,0,Female,Brown,Cream,Small,Short,No,No,Healthy,1,0,Yes,No
5915,Dog,1,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,4,Yes,No
5916,Cat,8,Domestic Medium Hair,Female,Cream,Gray,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No,Yes
5917,Dog,12,Mixed Breed,Male,Black,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No,Yes
5918,Cat,4,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,6,Yes,No
5919,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,Yes,No
5920,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes,No
5921,Cat,2,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,5,Yes,No
5922,Dog,1,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,9,Yes,No
5923,Dog,36,Spitz,Male,Cream,White,Small,Medium,Yes,Yes,Healthy,0,9,No,Yes
5924,Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes,No
5925,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,Yes,No
5926,Dog,2,Mixed Breed,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,2,Yes,No
5927,Cat,1,Oriental Short Hair,Male,Golden,White,Small,Short,No,No,Healthy,0,1,Yes,Yes
5928,Dog,24,Terrier,Female,White,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,10,Yes,No
5929,Cat,5,Domestic Short Hair,Male,Brown,Golden,Medium,Short,No,No,Healthy,0,6,Yes,No
5930,Cat,12,Domestic Short Hair,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,17,Yes,No
5931,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,2,Yes,No
5932,Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,1,Yes,No
5933,Cat,2,Domestic Long Hair,Male,Black,White,Small,Short,No,No,Healthy,0,3,Yes,No
5934,Cat,2,Oriental Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,0,No,Yes
5935,Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Medium,No,No,Healthy,0,8,Yes,No
5936,Cat,2,Calico,Female,Black,Brown,Small,Short,No,No,Healthy,0,5,Yes,No
5937,Cat,6,Persian,Male,Gray,White,Medium,Medium,Yes,No,Healthy,200,5,Yes,No
5938,Cat,2,Bengal,Male,Golden,Yellow,Medium,Short,No,No,Healthy,0,3,Yes,No
5939,Dog,24,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,2,Yes,Yes
5940,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,5,No,Yes
5941,Dog,5,Labrador Retriever,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes,No
5942,Dog,84,Jack Russell Terrier,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,1,Yes,Yes
5943,Dog,12,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,6,Yes,Yes
5944,Cat,2,Domestic Medium Hair,Female,Black,Brown,Medium,Short,No,Not Sure,Healthy,0,5,Yes,No
5945,Cat,2,Burmese,Female,Cream,No Color,Medium,Short,No,No,Healthy,150,4,Yes,No
5946,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,Yes,Healthy,0,3,Yes,Yes
5947,Cat,3,Domestic Medium Hair,Male,Golden,White,Medium,Medium,No,No,Healthy,0,3,No,No
5948,Cat,4,Domestic Short Hair,Male,Golden,No Color,Medium,Short,Yes,No,Healthy,0,4,Yes,No
5949,Cat,1,Domestic Medium Hair,Female,Black,No Color,Small,Medium,No,No,Healthy,0,1,Yes,No
5950,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,50,2,Yes,No
5951,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,10,2,Yes,Yes
5952,Cat,3,Domestic Short Hair,Female,White,No Color,Small,Short,No,No,Healthy,0,2,Yes,No
5953,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,No
5954,Dog,12,German Shepherd Dog,Male,Brown,No Color,Medium,Medium,Not Sure,No,Healthy,0,1,Yes,Yes
5955,Cat,12,Domestic Short Hair,Male,White,No Color,Medium,Short,No,No,Healthy,0,2,No,Yes
5956,Cat,48,Domestic Medium Hair,Male,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,6,Yes,Yes
5957,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes,No
5958,Dog,36,Mixed Breed,Female,Brown,Cream,Large,Short,No,Yes,Healthy,0,2,No,Yes
5959,Cat,4,Domestic Medium Hair,Male,Black,Golden,Medium,Medium,No,No,Healthy,0,3,Yes,No
5960,Cat,7,Chartreux,Female,Gray,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes,Yes
5961,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
5962,Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,Not Sure,No,Healthy,0,5,No,No
5963,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,5,Yes,No
5964,Cat,7,Abyssinian,Male,Black,Brown,Small,Short,No,Yes,Healthy,0,1,Yes,No
5965,Cat,2,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,No,No,Healthy,0,1,Yes,No
5966,Dog,14,Mixed Breed,Female,Brown,No Color,Medium,Short,No,Yes,Healthy,0,4,No,Yes
5967,Dog,2,Mixed Breed,Female,Yellow,No Color,Small,Short,No,No,Healthy,0,2,Yes,Yes
5968,Cat,12,Domestic Short Hair,Male,Gray,White,Large,Short,Yes,Yes,Healthy,20,5,No,Yes
5969,Cat,5,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,No,Healthy,50,2,Yes,Yes
5970,Cat,36,Domestic Medium Hair,Male,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,3,No,Yes
5971,Cat,2,Domestic Short Hair,Female,Brown,White,Small,Short,No,No,Healthy,0,1,Yes,No
5972,Dog,24,Labrador Retriever,Male,Brown,No Color,Large,Short,Yes,Yes,Healthy,0,5,No,Yes
5973,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,0,No,Yes
5974,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,5,Yes,No
5975,Cat,24,Domestic Long Hair,Male,Gray,White,Large,Long,Yes,Yes,Healthy,250,5,Yes,Yes
5976,Cat,2,Domestic Medium Hair,Female,Brown,No Color,Large,Medium,No,Not Sure,Healthy,0,2,Yes,No
5977,Cat,1,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Minor Injury,0,1,Yes,No
5978,Cat,1,Domestic Short Hair,Female,Black,White,Small,Medium,No,No,Healthy,0,2,Yes,No
5979,Dog,12,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,5,Yes,Yes
5980,Dog,84,Cocker Spaniel,Male,Cream,White,Medium,Long,Not Sure,No,Healthy,0,2,Yes,No
5981,Cat,8,Tabby,Female,Black,Golden,Medium,Medium,Yes,Yes,Healthy,150,5,No,Yes
5982,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,4,Yes,No
5983,Dog,66,French Bulldog,Female,Black,White,Medium,Short,No,No,Healthy,300,1,Yes,No
5984,Dog,3,Mixed Breed,Male,White,No Color,Medium,Medium,No,No,Healthy,0,2,Yes,Yes
5985,Cat,9,Domestic Short Hair,Male,Black,No Color,Medium,Medium,Yes,No,Healthy,0,5,Yes,Yes
5986,Dog,12,Mixed Breed,Female,Brown,Cream,Medium,Short,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
5987,Cat,11,Domestic Short Hair,Female,Gray,White,Medium,Short,Yes,Yes,Healthy,0,5,Yes,Yes
5988,Cat,1,Domestic Short Hair,Female,Brown,White,Large,Short,No,Not Sure,Healthy,0,3,Yes,No
5989,Dog,3,Terrier,Male,Black,No Color,Large,Long,Yes,No,Healthy,0,1,No,No
5990,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,No,No
5991,Cat,15,Domestic Short Hair,Male,Black,Brown,Large,Short,No,No,Healthy,50,1,Yes,Yes
5992,Cat,2,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,2,Yes,No
5993,Cat,3,Domestic Medium Hair,Male,Golden,No Color,Small,Medium,No,No,Healthy,0,3,Yes,No
5994,Cat,2,Domestic Medium Hair,Female,Yellow,White,Medium,Medium,No,No,Minor Injury,0,4,Yes,No
5995,Dog,1,Mixed Breed,Female,Black,No Color,Large,Short,No,No,Healthy,0,3,No,No
5996,Cat,2,Domestic Short Hair,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,3,Yes,No
5997,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,2,Yes,No
5998,Dog,24,Mixed Breed,Female,Brown,No Color,Large,Short,Yes,Yes,Healthy,50,4,No,Yes
5999,Cat,0,Domestic Short Hair,Female,Golden,No Color,Medium,Medium,No,Not Sure,Healthy,0,5,No,No
6000,Cat,4,Domestic Medium Hair,Female,Black,White,Medium,Medium,No,No,Healthy,0,10,No,No
6001,Cat,12,Domestic Medium Hair,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,150,3,No,Yes
6002,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,7,Yes,No
6003,Dog,4,Mixed Breed,Male,Brown,Gray,Large,Short,Yes,No,Healthy,0,3,Yes,Yes
6004,Cat,7,Oriental Short Hair,Female,Black,Brown,Medium,Short,Yes,No,Healthy,250,3,Yes,Yes
6005,Cat,12,Domestic Short Hair,Male,Cream,Gray,Medium,Short,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
6006,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,5,Yes,No
6007,Cat,3,Tabby,Male,Black,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes,Yes
6008,Dog,24,Mixed Breed,Male,Brown,Gray,Medium,Short,Yes,Yes,Healthy,0,1,Yes,Yes
6009,Cat,2,Domestic Medium Hair,Female,White,No Color,Small,Medium,No,No,Healthy,10,1,Yes,Yes
6010,Cat,12,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,1,Yes,Yes
6011,Dog,24,Pekingese,Male,Brown,No Color,Small,Short,Yes,Yes,Healthy,0,3,Yes,No
6012,Cat,3,Tabby,Male,Cream,Gray,Medium,Short,No,No,Healthy,0,12,Yes,No
6013,Dog,11,Mixed Breed,Female,Cream,White,Medium,Medium,Not Sure,Not Sure,Healthy,200,3,No,Yes
6014,Cat,1,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,2,Yes,No
6015,Dog,2,German Shepherd Dog,Female,Black,Yellow,Medium,Medium,No,No,Healthy,0,1,Yes,No
6016,Dog,19,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,8,Yes,Yes
6017,Dog,2,Mixed Breed,Male,Brown,No Color,Small,Short,No,No,Healthy,0,1,No,Yes
6018,Cat,12,Tabby,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,4,Yes,Yes
6019,Dog,8,Mixed Breed,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,200,4,Yes,Yes
6020,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,9,Yes,No
6021,Dog,42,Jack Russell Terrier,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,3,Yes,Yes
6022,Dog,3,Mixed Breed,Male,Black,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
6023,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Minor Injury,0,5,Yes,No
6024,Dog,1,Mixed Breed,Male,Black,No Color,Medium,Medium,Yes,No,Healthy,0,1,No,No
6025,Cat,4,Domestic Short Hair,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,2,No,Yes
6026,Cat,2,Domestic Medium Hair,Female,White,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,No
6027,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,4,No,No
6028,Dog,3,Mixed Breed,Female,Brown,White,Medium,Medium,Not Sure,No,Healthy,0,7,Yes,No
6029,Cat,1,Domestic Short Hair,Female,Gray,White,Medium,Medium,No,No,Healthy,0,5,Yes,No
6030,Cat,2,Tabby,Male,Golden,No Color,Large,Medium,No,No,Healthy,0,7,Yes,No
6031,Cat,5,Domestic Short Hair,Male,Black,Gray,Medium,Short,Not Sure,Not Sure,Healthy,0,3,No,Yes
6032,Dog,24,Akita,Female,Golden,Cream,Medium,Medium,Yes,Yes,Healthy,0,2,No,Yes
6033,Cat,12,Domestic Short Hair,Female,Golden,No Color,Medium,Short,Yes,Yes,Healthy,50,1,Yes,Yes
6034,Cat,1,Oriental Short Hair,Male,Cream,No Color,Small,Short,No,No,Healthy,0,1,No,Yes
6035,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,80,1,No,Yes
6036,Cat,3,Tabby,Female,Gray,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
6037,Dog,48,Shih Tzu,Male,Cream,White,Small,Long,Yes,Yes,Minor Injury,400,2,Yes,No
6038,Cat,4,Domestic Short Hair,Female,Brown,Golden,Medium,Short,No,No,Healthy,0,3,No,Yes
6039,Cat,19,Domestic Medium Hair,Female,Brown,White,Medium,Medium,Not Sure,No,Healthy,0,6,Yes,Yes
6040,Cat,2,Domestic Short Hair,Male,Brown,No Color,Small,Short,Yes,No,Healthy,50,1,Yes,Yes
6041,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,2,Yes,No
6042,Cat,3,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,4,Yes,No
6043,Cat,6,Siamese,Male,Cream,White,Medium,Short,No,No,Healthy,0,3,Yes,No
6044,Dog,3,Mixed Breed,Female,Black,Yellow,Large,Short,Not Sure,Not Sure,Healthy,0,4,No,Yes
6045,Dog,41,Mixed Breed,Female,Brown,Golden,Medium,Short,Yes,Yes,Healthy,80,4,No,Yes
6046,Cat,3,Domestic Short Hair,Female,Black,Yellow,Small,Short,Yes,No,Healthy,0,4,Yes,No
6047,Cat,6,Tabby,Male,Gray,No Color,Medium,Short,No,No,Healthy,0,4,No,Yes
6048,Cat,3,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,5,Yes,No
6049,Cat,2,British Shorthair,Male,Gray,No Color,Small,Short,No,No,Healthy,0,1,Yes,No
6050,Cat,2,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,4,Yes,No
6051,Cat,12,Domestic Short Hair,Male,Cream,White,Small,Short,Not Sure,Yes,Healthy,0,5,Yes,No
6052,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,6,Yes,No
6053,Cat,24,Persian,Female,Yellow,No Color,Medium,Long,No,Yes,Healthy,50,2,Yes,Yes
6054,Dog,3,Labrador Retriever,Female,Cream,White,Large,Medium,Not Sure,Yes,Healthy,0,3,Yes,No
6055,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Minor Injury,38,1,No,Yes
6056,Dog,48,Silky Terrier,Female,Black,Cream,Medium,Medium,Yes,Yes,Healthy,0,3,Yes,No
6057,Cat,12,Calico,Female,Black,Yellow,Small,Short,No,No,Healthy,0,1,Yes,Yes
6058,Cat,4,Domestic Short Hair,Male,Golden,No Color,Small,Short,No,No,Healthy,0,3,Yes,Yes
6059,Dog,11,Beagle,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes,No
6060,Cat,26,Siamese,Male,Gray,No Color,Medium,Medium,Yes,Yes,Healthy,50,3,Yes,Yes
6061,Dog,36,German Shepherd Dog,Female,Black,Brown,Large,Medium,Not Sure,Not Sure,Healthy,0,6,No,Yes
6062,Cat,17,Domestic Medium Hair,Female,Black,Yellow,Medium,Medium,Yes,No,Healthy,70,1,No,Yes
6063,Cat,3,Domestic Short Hair,Female,Yellow,Cream,Medium,Short,No,No,Healthy,0,9,Yes,No
6064,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,6,Yes,No
6065,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,4,Yes,Yes
6066,Dog,72,Mixed Breed,Female,Black,No Color,Medium,Short,Not Sure,No,Minor Injury,0,4,Yes,Yes
6067,Cat,6,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,Yes,Yes
6068,Dog,7,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,110,5,Yes,Yes
6069,Dog,48,Chihuahua,Female,Cream,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,4,Yes,No
6070,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,No
6071,Cat,8,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,2,Yes,Yes
6072,Cat,36,Domestic Short Hair,Male,Black,Gray,Medium,Short,Yes,Yes,Healthy,0,6,No,Yes
6073,Cat,8,Domestic Short Hair,Male,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,2,Yes,Yes
6074,Dog,2,Mixed Breed,Male,Black,No Color,Medium,Medium,Yes,No,Healthy,0,5,Yes,No
6075,Cat,16,Bombay,Male,Black,No Color,Large,Medium,Yes,Yes,Healthy,0,1,No,Yes
6076,Dog,48,Pomeranian,Male,Golden,No Color,Small,Medium,Yes,No,Healthy,0,1,No,No
6077,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,2,Yes,No
6078,Dog,25,Beagle,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,Yes,No
6079,Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,6,Yes,Yes
6080,Dog,2,Mixed Breed,Female,Black,Brown,Small,Short,No,Not Sure,Healthy,0,2,Yes,Yes
6081,Cat,2,Abyssinian,Male,Black,Yellow,Medium,Short,No,No,Healthy,0,3,Yes,No
6082,Dog,5,Dalmatian,Female,Black,Gray,Large,Short,Yes,No,Healthy,50,1,No,No
6083,Dog,96,Golden Retriever,Female,Golden,No Color,Large,Medium,Yes,Yes,Healthy,0,4,Yes,Yes
6084,Cat,12,Bombay,Male,Black,Yellow,Large,Long,Not Sure,Not Sure,Healthy,0,2,Yes,No
6085,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,4,Yes,No
6086,Dog,2,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,1,No,No
6087,Cat,1,Siamese,Male,Golden,No Color,Small,Short,No,No,Healthy,0,2,Yes,No
6088,Cat,2,Domestic Short Hair,Male,Yellow,Cream,Small,Short,No,No,Healthy,0,4,Yes,No
6089,Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,1,Yes,No
6090,Dog,2,Mixed Breed,Female,Brown,Golden,Medium,Short,No,No,Healthy,0,2,Yes,No
6091,Cat,2,Domestic Long Hair,Female,Gray,White,Small,Long,Not Sure,Not Sure,Healthy,0,4,Yes,No
6092,Cat,1,Domestic Short Hair,Female,Black,Golden,Medium,Short,No,No,Healthy,0,3,Yes,No
6093,Cat,4,Domestic Medium Hair,Female,Brown,Gray,Small,Medium,No,No,Healthy,0,1,No,Yes
6094,Cat,1,Domestic Medium Hair,Female,White,No Color,Small,Medium,No,No,Healthy,0,3,Yes,No
6095,Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,Not Sure,No,Healthy,0,9,Yes,No
6096,Dog,1,Mixed Breed,Female,Cream,No Color,Small,Short,No,No,Healthy,0,1,Yes,Yes
6097,Cat,4,British Shorthair,Male,Golden,Yellow,Medium,Medium,Yes,No,Healthy,0,0,Yes,Yes
6098,Dog,1,Mixed Breed,Female,White,No Color,Medium,Short,No,No,Healthy,0,1,Yes,No
6099,Cat,7,Domestic Medium Hair,Female,Gray,White,Medium,Medium,Yes,Yes,Healthy,0,3,Yes,Yes
6100,Cat,7,Domestic Long Hair,Male,Gray,White,Medium,Medium,Not Sure,No,Healthy,0,12,Yes,No
6101,Cat,1,Domestic Medium Hair,Male,Golden,Gray,Medium,Medium,No,No,Healthy,0,3,Yes,No
6102,Dog,10,Dalmatian,Female,Black,White,Medium,Short,Yes,Yes,Healthy,100,8,No,Yes
6103,Dog,2,Mixed Breed,Male,Black,White,Medium,Short,Yes,No,Healthy,0,4,Yes,No
6104,Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes,No
6105,Cat,4,Siamese,Male,Cream,Gray,Small,Medium,Yes,Yes,Healthy,0,3,Yes,No
6106,Dog,24,Mixed Breed,Male,Brown,No Color,Medium,Medium,Not Sure,No,Healthy,0,2,Yes,Yes
6107,Cat,4,Domestic Short Hair,Female,Black,Yellow,Medium,Short,Yes,No,Healthy,0,3,Yes,No
6108,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes,No
6109,Cat,2,Domestic Short Hair,Male,Black,Gray,Small,Short,No,No,Healthy,0,3,Yes,No
6110,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,150,3,No,No
6111,Cat,2,Domestic Short Hair,Male,Brown,Cream,Small,Short,No,No,Healthy,0,10,Yes,No
6112,Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,8,Yes,No
6113,Dog,6,Poodle,Female,Brown,Cream,Medium,Short,Yes,No,Healthy,0,5,Yes,No
